job_id,date,customer_id,tech_id,job_type,revenue,labor_hours,labor_cost,material_cost,is_callback,parent_job_id
J00921,2025-12-23,C0121,T10,AC Repair,744.02,1.7,155.62,186.27,1,
J00922,2026-04-25,C0109,T02,AC Repair,211.85,5.2,73.73,53.44,0,
J00923,2026-02-28,C0220,T10,Wiring Repair,435.59,5.8,109.53,71.02,0,
J00924,2026-01-01,C0313,T07,Maintenance,96.5,3.5,24.08,11.58,0,
J00925,2026-06-23,C0014,T03,Maintenance,167.85,7.1,40.61,40.26,0,
J00926,2026-01-05,C0352,T10,Diagnostic,124.42,4.3,32.59,17.12,0,
J00927,2025-12-12,C0024,T06,AC Repair,1298.3,5.7,305.14,255.64,0,
J00928,2025-08-11,C0244,T07,Wiring Repair,890.81,7.0,299.12,219.9,0,
J00929,2025-10-08,C0293,T09,Furnace Repair,588.13,6.0,120.43,117.38,0,
J00930,2026-06-10,C0229,T03,Diagnostic,146.63,4.4,41.22,21.8,0,
J00931,2026-06-03,C0223,T02,AC Install,9460.17,1.2,3210.31,1563.77,0,
J00932,2025-11-21,C0341,T05,Furnace Install,5867.29,7.3,3371.46,3426.14,0,
J00933,2026-03-09,C0115,T06,AC Install,9090.68,6.4,2637.22,2079.92,0,
J00934,2026-01-12,C0115,T04,Maintenance,122.94,3.0,26.64,20.66,0,
J00935,2025-10-05,C0189,T10,AC Install,4264.5,3.2,1096.1,1054.97,0,
J00936,2026-04-29,C0217,T07,Furnace Install,4990.0,3.6,3422.44,3738.22,0,
J00937,2026-05-05,C0203,T02,Furnace Install,3251.46,7.0,1993.74,2451.72,0,
J00938,2025-10-21,C0076,T08,Diagnostic,120.11,2.0,36.01,31.26,0,
J00939,2026-05-03,C0258,T05,Wiring Repair,893.23,1.9,312.21,215.54,0,
J00940,2025-10-19,C0361,T05,Diagnostic,147.49,1.4,47.42,19.25,0,
J00941,2025-10-24,C0250,T03,AC Repair,579.51,6.7,195.21,76.4,1,
J00942,2026-01-17,C0348,T07,Wiring Repair,531.4,3.4,137.47,60.77,0,
J00943,2025-11-22,C0202,T09,Furnace Install,3744.99,3.3,2652.41,2870.4,1,
J00944,2026-06-29,C0336,T08,Electrical Panel Upgrade,2241.98,2.0,682.44,354.72,0,
J00945,2025-10-20,C0186,T01,Furnace Install,7265.36,5.0,4981.59,5791.37,0,
J00946,2026-02-04,C0050,T01,Furnace Repair,364.9,4.3,124.71,45.05,0,
J00947,2025-12-21,C0322,T03,Maintenance,183.65,2.7,40.0,32.93,0,
J00948,2026-05-02,C0398,T07,Furnace Repair,539.73,6.6,161.26,137.93,0,
J00949,2026-05-29,C0324,T05,Maintenance,174.57,3.6,38.06,20.34,0,
J00950,2026-06-08,C0301,T01,Furnace Install,6408.7,5.0,3875.63,4718.98,0,
J00951,2025-10-01,C0331,T08,Maintenance,181.06,3.1,39.61,29.88,0,
J00952,2026-04-02,C0417,T07,Furnace Repair,544.39,3.8,175.63,139.74,0,
J00953,2025-08-02,C0338,T04,AC Install,8885.61,2.3,2575.63,1208.33,0,
J00954,2025-12-08,C0066,T01,AC Install,6950.49,5.6,1481.66,1051.97,0,
J00955,2025-08-13,C0153,T09,AC Install,5681.36,4.8,1496.8,1642.17,1,
J00956,2025-12-01,C0401,T09,AC Repair,481.13,2.0,131.62,78.23,0,
J00957,2025-12-28,C0340,T02,Furnace Install,7790.67,2.7,4577.92,4868.61,0,
J00958,2025-09-07,C0184,T10,Furnace Install,4753.42,6.1,3015.58,3267.79,0,
J00959,2026-05-29,C0234,T07,Furnace Repair,223.29,2.8,58.9,53.35,0,
J00960,2025-08-06,C0366,T04,Electrical Panel Upgrade,2804.78,5.6,906.16,619.83,0,
J00961,2025-09-17,C0195,T07,Wiring Repair,218.14,5.2,46.16,27.25,0,
J00962,2026-04-07,C0169,T02,Maintenance,172.86,3.5,43.22,26.73,0,
J00963,2025-10-24,C0051,T01,Electrical Panel Upgrade,2818.32,7.8,723.73,341.02,0,
J00964,2025-09-28,C0414,T10,Electrical Panel Upgrade,3121.97,4.7,952.41,852.55,0,
J00965,2026-05-08,C0088,T01,AC Install,5407.98,6.3,1228.16,1412.66,0,
J00966,2026-03-30,C0304,T08,Maintenance,105.71,1.1,29.29,13.86,0,
J00967,2026-01-10,C0372,T01,Electrical Panel Upgrade,3525.82,3.6,1116.38,830.84,0,
J00968,2026-02-20,C0182,T08,Furnace Repair,595.2,4.5,143.67,110.44,0,
J00969,2025-10-26,C0157,T02,Electrical Panel Upgrade,2897.59,3.2,618.7,335.82,0,
J00970,2025-08-17,C0030,T10,Furnace Repair,223.98,3.0,76.03,58.61,1,
J00971,2026-02-03,C0255,T08,Furnace Repair,447.81,8.0,149.21,107.28,0,
J00972,2026-05-12,C0366,T01,Furnace Install,5579.88,4.7,3454.01,4455.85,0,
J00973,2026-03-28,C0230,T10,AC Repair,1211.85,7.2,337.53,175.73,0,
J00974,2025-09-07,C0217,T01,Wiring Repair,546.86,2.2,188.92,91.65,0,
J00975,2026-04-03,C0154,T05,AC Install,6398.75,2.9,1281.89,1447.62,0,
J00976,2025-12-04,C0317,T08,AC Repair,356.42,1.0,95.89,56.91,0,
J00977,2025-12-27,C0182,T07,Furnace Repair,184.61,4.0,42.39,38.0,0,
J00978,2026-01-27,C0004,T08,AC Install,4433.78,5.6,1037.13,793.97,0,
J00979,2026-02-05,C0416,T09,Furnace Repair,320.13,7.9,95.54,60.14,0,
J00980,2026-02-08,C0364,T06,AC Repair,223.83,1.3,58.01,55.69,0,
J00981,2025-09-21,C0341,T08,Furnace Install,8704.4,1.8,5638.83,5865.83,0,
J00982,2025-09-04,C0257,T07,Wiring Repair,708.2,6.2,229.35,89.43,0,
J00983,2025-07-11,C0177,T03,Furnace Repair,440.0,6.4,103.61,103.69,0,
J00984,2026-05-02,C0246,T07,AC Repair,448.13,6.3,106.28,58.48,0,
J00985,2025-11-05,C0135,T02,Electrical Panel Upgrade,4484.49,2.7,1448.9,626.41,0,
J00986,2025-08-22,C0303,T04,Furnace Repair,507.03,2.0,110.57,91.4,0,
J00987,2025-10-07,C0010,T07,Furnace Repair,500.56,1.6,103.94,90.83,0,
J00988,2026-05-21,C0173,T04,Furnace Install,5586.02,1.4,3549.44,3144.45,1,
J00989,2026-01-03,C0365,T06,Electrical Panel Upgrade,2928.8,3.2,606.65,316.83,1,
J00990,2025-12-12,C0242,T05,Furnace Install,4768.89,5.2,3033.88,2923.64,0,
J00991,2025-12-19,C0050,T02,Electrical Panel Upgrade,3606.16,5.8,1137.99,454.6,0,
J00992,2026-01-02,C0333,T04,Wiring Repair,393.16,5.1,83.78,47.68,0,
J00993,2026-05-05,C0301,T01,AC Install,9309.98,7.2,3003.51,1290.23,0,
J00994,2025-08-20,C0317,T09,AC Install,5557.39,6.1,1936.45,780.26,0,
J00995,2025-07-23,C0215,T04,Furnace Repair,466.26,2.8,154.59,126.21,0,
J00996,2025-12-25,C0323,T08,Wiring Repair,702.13,7.4,147.56,129.05,0,
J00997,2026-03-15,C0307,T03,AC Repair,726.79,3.0,249.56,81.52,0,
J00998,2025-10-06,C0351,T08,Maintenance,158.75,4.6,33.54,29.77,0,
J00999,2026-04-14,C0311,T07,Maintenance,124.57,2.3,27.9,17.88,0,
J01000,2026-03-20,C0363,T09,Diagnostic,129.04,2.8,42.31,20.55,0,
J01001,2025-08-30,C0024,T04,Furnace Repair,457.45,3.0,135.38,131.93,0,
J01002,2025-09-07,C0329,T01,Electrical Panel Upgrade,4446.06,7.9,1029.25,547.92,0,
J01003,2026-05-20,C0043,T06,Wiring Repair,862.5,7.2,206.66,109.3,0,
J01004,2025-11-28,C0321,T01,Wiring Repair,771.15,6.8,179.59,225.98,0,
J01005,2025-07-09,C0335,T07,AC Install,5044.07,5.4,1466.07,712.38,0,
J01006,2025-12-14,C0298,T04,Electrical Panel Upgrade,3500.46,7.0,907.74,662.33,0,
J01007,2026-02-08,C0246,T03,Wiring Repair,265.58,2.3,60.49,72.36,0,
J01008,2026-03-09,C0011,T05,Furnace Repair,341.28,7.2,110.11,81.05,0,
J01009,2025-09-12,C0126,T07,AC Install,6230.14,5.5,1622.18,1525.52,0,
J01010,2025-07-07,C0197,T07,AC Install,3624.3,6.8,1139.9,829.59,1,
J01011,2025-11-05,C0074,T05,AC Install,9131.59,5.2,2911.7,930.32,0,
J01012,2026-04-04,C0104,T02,Wiring Repair,297.46,6.3,99.31,78.26,0,
J01013,2026-03-03,C0029,T04,Furnace Repair,462.63,2.9,130.25,48.23,1,
J01014,2026-04-05,C0262,T02,Electrical Panel Upgrade,4193.43,3.9,839.45,607.47,0,
J01015,2026-01-14,C0336,T06,Furnace Repair,329.16,7.5,99.62,78.13,0,
J01016,2025-08-27,C0057,T03,Diagnostic,91.84,7.7,22.25,10.59,0,
J01017,2026-01-01,C0310,T01,AC Install,4406.62,4.0,1102.65,600.5,0,
J01018,2026-06-07,C0419,T10,Electrical Panel Upgrade,2574.91,7.1,619.69,514.6,0,
J01019,2025-11-13,C0077,T01,AC Install,8166.7,2.0,1814.37,1546.28,0,
J01020,2026-03-02,C0296,T02,AC Install,6064.72,6.1,1344.55,998.32,0,
J01021,2026-01-14,C0254,T06,Wiring Repair,496.68,5.9,130.18,128.49,0,
J01022,2026-05-31,C0215,T07,Furnace Install,6276.3,4.8,4070.31,4293.32,0,
J01023,2025-08-12,C0296,T09,Maintenance,190.73,6.7,44.42,22.4,0,
J01024,2025-10-13,C0286,T06,AC Repair,302.04,1.8,101.7,52.0,0,
J01025,2025-09-10,C0074,T08,Electrical Panel Upgrade,4055.18,4.9,1377.55,747.03,0,
J01026,2025-10-23,C0061,T03,AC Repair,1248.37,3.6,254.61,365.75,0,
J01027,2026-06-25,C0038,T10,AC Install,6360.96,5.2,1423.11,822.96,0,
J01028,2025-11-03,C0292,T01,AC Install,8486.41,3.9,2671.63,1645.96,0,
J01029,2026-03-28,C0211,T08,Electrical Panel Upgrade,3750.91,4.1,1113.0,385.0,0,
J01030,2025-07-31,C0385,T10,AC Repair,198.13,3.8,52.22,57.39,0,
J01031,2026-06-30,C0257,T10,Electrical Panel Upgrade,2626.29,2.6,892.2,405.41,0,
J01032,2026-01-10,C0206,T04,Furnace Repair,501.9,2.5,114.21,125.07,0,
J01033,2025-08-09,C0161,T08,Diagnostic,123.95,3.8,31.86,13.75,0,
J01034,2026-02-03,C0056,T05,Furnace Install,3784.64,3.5,2671.05,2398.96,0,
J01035,2025-09-22,C0109,T02,AC Install,7082.66,6.3,1744.94,1489.76,0,
J01036,2025-07-17,C0044,T05,Furnace Install,8669.31,5.0,5745.57,6480.8,1,
J01037,2025-12-09,C0005,T05,AC Install,9383.25,6.3,3226.06,1877.06,0,
J01038,2026-01-17,C0360,T03,Wiring Repair,672.28,3.3,224.86,134.94,0,
J01039,2025-09-15,C0408,T10,AC Repair,590.49,7.0,143.79,76.95,0,
J01040,2026-05-17,C0111,T04,AC Install,8344.86,5.6,2631.33,1103.27,0,
J01041,2026-03-22,C0403,T08,Wiring Repair,291.84,3.0,85.66,84.06,1,
J01042,2026-06-30,C0107,T04,Maintenance,219.61,5.2,75.48,46.86,0,
J01043,2025-08-19,C0393,T03,AC Repair,965.03,7.8,306.12,113.33,0,
J01044,2025-12-08,C0083,T05,Furnace Repair,215.44,5.0,54.51,24.61,0,
J01045,2026-02-21,C0132,T08,Electrical Panel Upgrade,3860.5,4.1,1307.26,1111.69,0,
J01046,2026-03-07,C0147,T06,AC Repair,805.98,7.4,176.79,139.71,0,
J01047,2025-12-08,C0350,T02,Wiring Repair,489.24,4.2,162.24,145.91,1,
J01048,2026-05-26,C0359,T04,AC Repair,289.66,7.0,70.56,38.13,0,
J01049,2025-08-07,C0237,T07,Furnace Install,6947.24,3.4,4471.92,4750.38,0,
J01050,2025-08-25,C0375,T03,AC Install,4150.09,7.7,1077.12,774.5,0,
J01051,2025-08-03,C0310,T06,Wiring Repair,540.41,5.9,146.68,84.13,1,
J01052,2025-09-18,C0328,T03,Diagnostic,91.01,5.0,31.69,23.19,0,
J01053,2026-01-02,C0110,T08,Maintenance,96.08,7.1,32.95,22.75,0,
J01054,2026-05-22,C0073,T02,Furnace Repair,216.01,3.8,52.87,52.37,0,
J01055,2026-03-26,C0095,T05,Furnace Install,7851.07,1.6,5733.86,4989.4,0,
J01056,2025-09-23,C0215,T06,Furnace Install,5897.1,4.7,4167.9,4666.95,0,
J01057,2026-06-20,C0288,T01,Maintenance,191.58,5.2,40.55,44.75,0,
J01058,2025-12-13,C0078,T01,Wiring Repair,827.55,7.5,227.51,135.12,0,
J01059,2026-06-11,C0267,T05,Maintenance,183.62,7.9,62.71,49.84,0,
J01060,2026-05-24,C0112,T01,AC Install,7974.25,2.3,2427.89,2032.45,0,
J01061,2025-10-19,C0098,T04,Wiring Repair,880.22,5.0,177.94,231.28,1,
J01062,2025-12-05,C0333,T08,AC Install,9494.29,3.9,2399.77,2522.04,0,
J01063,2025-12-19,C0235,T03,AC Install,6070.3,2.2,1755.74,1265.98,0,
J01064,2026-06-03,C0360,T05,Maintenance,170.27,7.5,55.94,50.92,0,
J01065,2025-08-23,C0316,T01,AC Install,9094.98,1.7,2842.1,2044.23,0,
J01066,2026-05-21,C0298,T09,Diagnostic,135.44,5.7,44.39,19.28,0,
J01067,2026-04-09,C0101,T02,Maintenance,201.18,7.7,50.82,52.06,0,
J01068,2026-05-27,C0192,T01,Maintenance,191.47,4.6,45.98,44.37,0,
J01069,2026-01-29,C0213,T01,Furnace Install,3382.98,1.2,2395.49,2571.71,0,
J01070,2026-05-04,C0088,T06,Wiring Repair,871.41,7.9,205.89,256.8,0,
J01071,2026-05-26,C0411,T01,Maintenance,211.08,4.0,71.96,37.59,0,
J01072,2026-01-23,C0082,T09,Wiring Repair,506.18,1.7,162.07,101.67,0,
J01073,2026-01-17,C0082,T09,Electrical Panel Upgrade,4361.49,2.4,933.31,817.71,0,
J01074,2026-04-30,C0317,T01,Furnace Repair,547.94,7.4,116.06,96.7,0,
J01075,2025-09-05,C0096,T06,Diagnostic,92.98,7.3,22.74,19.25,0,
J01076,2026-01-10,C0141,T01,Electrical Panel Upgrade,2024.0,2.0,411.83,601.05,0,
J01077,2025-08-26,C0063,T10,Diagnostic,83.03,3.0,27.75,9.84,0,
J01078,2026-01-02,C0052,T07,Furnace Install,5949.81,1.2,3359.95,4699.18,0,
J01079,2026-06-17,C0161,T07,Maintenance,172.0,4.2,38.56,27.48,0,
J01080,2026-06-03,C0176,T02,AC Repair,980.79,5.3,276.56,129.15,0,
J01081,2025-09-01,C0016,T10,Furnace Install,6201.34,4.6,4354.53,3746.09,0,
J01082,2025-10-20,C0071,T06,AC Repair,527.11,7.6,126.58,103.48,0,
J01083,2025-12-26,C0382,T08,Electrical Panel Upgrade,3984.33,4.1,1362.45,1133.42,0,
J01084,2025-10-10,C0053,T07,Electrical Panel Upgrade,3375.85,6.4,832.95,873.74,0,
J01085,2026-03-07,C0217,T08,Maintenance,167.12,2.9,41.41,20.31,0,
J01086,2025-10-11,C0324,T06,Wiring Repair,773.54,4.1,257.91,225.58,0,
J01087,2026-01-26,C0331,T10,Electrical Panel Upgrade,4366.02,4.7,1134.06,536.71,0,
J01088,2026-02-05,C0126,T06,Furnace Repair,217.77,5.6,55.71,55.73,0,
J01089,2025-12-11,C0110,T06,AC Repair,830.43,7.3,236.05,147.09,0,
J01090,2026-03-27,C0288,T02,Furnace Install,4757.07,5.3,3456.83,3639.06,0,
J01091,2026-05-27,C0163,T07,Maintenance,195.55,2.4,40.57,38.87,1,
J01092,2025-11-18,C0064,T02,Maintenance,148.31,5.2,42.81,21.84,1,
J01093,2025-07-10,C0146,T08,AC Repair,545.37,1.3,152.72,112.08,0,
J01094,2025-07-09,C0049,T08,AC Install,8479.1,3.9,2078.65,1385.81,0,
J01095,2025-08-10,C0314,T08,Wiring Repair,232.95,3.1,80.97,46.28,0,
J01096,2025-09-01,C0053,T10,Wiring Repair,220.5,1.3,44.44,26.69,0,
J01097,2026-06-18,C0088,T04,Maintenance,100.53,6.1,32.35,26.46,0,
J01098,2025-07-03,C0402,T05,AC Repair,103.06,3.1,24.69,24.49,0,
J01099,2026-01-11,C0071,T03,Electrical Panel Upgrade,3375.32,1.8,836.74,437.44,0,
J01100,2026-01-28,C0268,T02,Diagnostic,114.57,5.0,34.28,33.83,0,
J01101,2026-03-05,C0136,T02,Furnace Install,7490.73,6.0,4648.76,5684.61,0,
J01102,2026-05-28,C0039,T02,Furnace Install,8641.89,1.4,4775.73,5219.99,0,
J01103,2025-10-05,C0175,T02,Diagnostic,90.65,5.1,25.3,24.63,0,
J01104,2025-12-07,C0259,T03,Diagnostic,82.92,1.9,27.99,14.69,0,
J01105,2026-05-14,C0097,T07,Furnace Install,3584.38,4.0,2463.38,2824.04,0,
J01106,2025-08-22,C0055,T08,Furnace Repair,567.41,2.7,189.58,77.97,1,
J01107,2026-06-04,C0136,T06,Diagnostic,83.87,4.9,21.23,11.94,0,
J01108,2026-02-06,C0226,T01,Wiring Repair,390.81,1.7,116.19,96.3,0,
J01109,2025-11-28,C0091,T07,Furnace Install,6526.68,4.7,4234.01,4297.11,0,
J01110,2026-05-27,C0113,T02,Furnace Install,3845.05,7.3,2557.14,2344.3,0,
J01111,2025-11-19,C0359,T10,Furnace Install,7208.61,3.7,4110.79,5287.38,0,
J01112,2025-11-15,C0088,T04,Diagnostic,133.93,3.4,32.57,29.37,0,
J01113,2025-08-18,C0359,T09,Furnace Repair,503.5,6.2,165.09,119.63,0,
J01114,2026-06-14,C0096,T03,AC Install,5492.93,4.2,1891.42,1280.99,0,
J01115,2025-07-11,C0040,T05,Furnace Repair,268.78,6.3,54.15,45.81,0,
J01116,2025-07-01,C0242,T04,Diagnostic,83.2,6.7,23.72,24.8,0,
J01117,2026-03-26,C0397,T03,Furnace Repair,228.83,3.1,71.04,43.6,0,
J01118,2026-04-06,C0130,T08,Electrical Panel Upgrade,2783.58,1.1,703.95,673.71,0,
J01119,2026-06-05,C0139,T02,Diagnostic,126.43,6.1,25.68,37.39,0,
J01120,2026-06-03,C0255,T06,Furnace Repair,196.07,5.0,59.68,36.5,0,
J01121,2025-08-15,C0328,T07,Furnace Install,3804.42,2.9,2569.42,2610.7,0,
J01122,2026-03-27,C0348,T05,Furnace Repair,361.4,3.3,104.22,104.46,0,
J01123,2025-10-06,C0267,T10,AC Repair,1127.95,1.9,360.15,240.63,0,
J01124,2025-12-25,C0005,T02,Electrical Panel Upgrade,3147.1,5.8,849.55,409.27,0,
J01125,2026-05-16,C0250,T05,Furnace Repair,329.9,6.6,66.75,35.69,0,
J01126,2026-04-30,C0251,T01,AC Install,5334.93,4.0,1595.35,534.18,0,
J01127,2025-12-27,C0341,T09,Electrical Panel Upgrade,4388.02,4.9,1505.32,1064.71,0,
J01128,2025-10-09,C0042,T10,Maintenance,127.1,1.2,43.2,19.03,0,
J01129,2026-01-14,C0051,T07,Maintenance,205.99,7.4,59.64,27.74,0,
J01130,2025-12-13,C0129,T04,Furnace Repair,250.56,4.9,61.43,29.35,0,
J01131,2026-05-18,C0094,T09,Diagnostic,103.2,7.1,27.4,13.18,0,
J01132,2025-12-08,C0182,T08,Wiring Repair,499.37,3.9,130.6,52.7,0,
J01133,2026-02-01,C0315,T03,AC Install,8941.09,6.5,2566.53,1561.31,0,
J01134,2026-04-16,C0387,T01,Electrical Panel Upgrade,4081.79,1.9,1226.63,786.0,0,
J01135,2026-03-23,C0044,T01,Diagnostic,79.1,6.8,23.53,13.19,0,
J01136,2025-11-26,C0032,T06,Diagnostic,84.11,5.1,23.27,20.47,0,
J01137,2026-03-22,C0380,T09,Furnace Repair,682.98,2.0,228.29,155.68,0,
J01138,2026-05-18,C0413,T01,Electrical Panel Upgrade,3109.38,5.8,675.38,310.96,0,
J01139,2025-08-31,C0105,T04,AC Install,4121.64,1.2,1137.04,734.24,0,
J01140,2025-12-01,C0095,T08,Maintenance,196.46,6.9,55.4,51.93,0,
J01141,2026-06-02,C0075,T07,AC Install,7317.18,2.3,2361.86,1693.88,0,
J01142,2026-06-24,C0246,T08,Furnace Install,4824.2,5.7,3578.68,3247.85,0,
J01143,2026-01-17,C0238,T02,Maintenance,143.61,4.0,29.33,27.49,0,
J01144,2025-07-06,C0331,T01,Electrical Panel Upgrade,3556.14,5.6,948.32,1001.49,0,
J01145,2025-09-10,C0142,T08,Diagnostic,75.68,2.1,20.82,20.6,0,
J01146,2026-06-27,C0033,T09,Maintenance,111.86,2.1,33.38,23.78,0,
J01147,2025-09-10,C0202,T05,Electrical Panel Upgrade,1984.17,6.9,540.81,580.39,0,
J01148,2025-10-01,C0358,T03,Electrical Panel Upgrade,2675.01,7.7,674.67,597.85,0,
J01149,2025-07-24,C0119,T03,AC Repair,143.36,7.5,38.92,36.12,0,
J01150,2025-10-30,C0373,T03,AC Install,8854.84,6.3,2328.9,999.48,0,
J01151,2025-08-28,C0227,T02,AC Repair,943.04,6.9,319.25,154.88,0,
J01152,2026-01-10,C0285,T10,Furnace Repair,283.86,2.8,75.4,44.63,0,
J01153,2025-09-21,C0415,T09,Maintenance,192.49,1.6,39.2,56.2,0,
J01154,2025-07-18,C0185,T01,Furnace Repair,582.68,5.0,192.09,97.97,0,
J01155,2026-05-25,C0107,T04,Diagnostic,117.78,4.3,29.78,26.35,0,
J01156,2025-09-09,C0219,T08,AC Install,7252.82,7.1,2069.76,909.78,0,
J01157,2025-08-21,C0119,T08,AC Install,3808.87,4.8,774.65,1006.55,0,
J01158,2025-11-06,C0035,T06,Maintenance,203.29,2.1,49.44,42.06,0,
J01159,2026-03-23,C0317,T07,Electrical Panel Upgrade,1952.95,5.9,423.07,379.25,0,
J01160,2025-11-12,C0174,T01,AC Repair,332.23,7.2,69.41,46.79,0,
J01161,2025-12-16,C0253,T04,AC Repair,464.42,7.3,141.86,117.55,1,
J01162,2025-08-06,C0379,T10,Maintenance,169.23,1.6,47.84,48.96,0,
J01163,2025-07-22,C0255,T01,AC Install,6545.63,5.6,1732.81,1051.78,0,
J01164,2025-10-25,C0014,T01,AC Repair,1183.05,4.7,389.28,279.66,0,
J01165,2026-04-09,C0199,T01,Diagnostic,132.43,5.9,35.02,24.55,0,
J01166,2026-02-10,C0189,T10,AC Install,5610.73,3.4,1894.8,828.34,0,
J01167,2025-07-06,C0383,T07,Furnace Install,7414.39,6.7,4873.06,4162.77,0,
J01168,2025-11-05,C0030,T02,AC Repair,187.59,1.3,47.36,43.34,0,
J01169,2025-11-27,C0204,T10,Furnace Repair,428.92,1.9,90.73,64.36,0,
J01170,2026-03-11,C0228,T04,Wiring Repair,699.19,7.6,221.67,110.85,0,
J01171,2026-03-27,C0358,T06,Electrical Panel Upgrade,3261.83,1.7,821.97,594.2,0,
J01172,2026-03-06,C0105,T02,Electrical Panel Upgrade,4262.53,6.9,1185.62,686.22,0,
J01173,2025-09-01,C0019,T03,Wiring Repair,884.54,5.9,263.14,168.73,0,
J01174,2026-03-13,C0143,T05,AC Repair,502.24,7.8,104.95,136.06,0,
J01175,2025-07-10,C0228,T07,Maintenance,94.82,2.4,21.59,17.66,1,
J01176,2025-12-04,C0391,T09,AC Repair,179.63,5.3,59.99,51.11,0,
J01177,2026-04-29,C0175,T01,Furnace Install,7264.4,5.4,5253.24,5416.73,0,
J01178,2025-07-30,C0199,T09,AC Install,9214.84,7.5,2240.25,2747.67,0,
J01179,2026-02-03,C0196,T03,Electrical Panel Upgrade,3061.8,7.9,721.77,862.03,0,
J01180,2026-06-15,C0128,T02,Electrical Panel Upgrade,3882.62,3.1,1109.12,418.24,0,
J01181,2025-11-15,C0007,T10,Electrical Panel Upgrade,2135.63,5.0,529.95,326.54,0,
J01182,2026-02-22,C0005,T08,AC Repair,968.92,4.4,316.5,139.11,0,
J01183,2025-08-10,C0283,T10,Electrical Panel Upgrade,2647.87,1.4,600.99,670.43,0,
J01184,2026-03-11,C0323,T04,Furnace Repair,270.74,7.1,80.79,39.67,0,
J01185,2025-10-03,C0163,T10,Diagnostic,78.15,6.0,16.34,18.98,0,
J01186,2025-11-09,C0277,T06,AC Repair,896.74,3.4,189.77,169.27,0,
J01187,2025-10-30,C0293,T06,Furnace Install,5279.61,6.8,3343.02,3751.02,0,
J01188,2025-09-12,C0311,T06,AC Repair,654.79,3.9,194.99,127.12,0,
J01189,2026-05-15,C0189,T03,AC Repair,422.78,7.4,86.17,93.78,0,
J01190,2026-03-19,C0194,T04,Wiring Repair,781.51,1.2,241.44,137.72,0,
J01191,2025-08-10,C0290,T04,AC Install,6520.98,5.0,1840.45,1197.36,0,
J01192,2026-03-28,C0242,T10,AC Repair,763.86,3.2,175.12,164.27,0,
J01193,2025-12-16,C0119,T06,Furnace Install,5752.6,6.2,3296.72,3510.59,0,
J01194,2026-01-26,C0181,T02,Wiring Repair,592.32,1.5,150.65,116.59,0,
J01195,2026-01-31,C0065,T10,Furnace Install,8384.01,2.7,6135.87,6024.14,0,
J01196,2026-05-07,C0175,T05,Electrical Panel Upgrade,2647.38,1.6,696.67,785.34,0,
J01197,2026-05-20,C0233,T03,Furnace Install,3286.87,1.8,1980.91,2263.48,0,
J01198,2025-08-21,C0221,T01,Furnace Repair,192.44,2.2,40.6,39.06,0,
J01199,2026-01-15,C0066,T06,Maintenance,141.7,4.9,43.47,17.54,0,
J01200,2025-12-20,C0038,T01,AC Install,7932.49,3.5,2120.63,1441.93,0,
J01201,2026-02-09,C0359,T08,Electrical Panel Upgrade,2163.43,2.3,681.25,612.83,0,
J01202,2025-08-12,C0304,T01,Furnace Repair,488.39,5.7,130.9,80.14,0,
J01203,2026-04-28,C0119,T02,Electrical Panel Upgrade,2602.84,3.4,740.82,727.39,0,
J01204,2026-02-04,C0197,T06,Electrical Panel Upgrade,2660.16,2.2,589.17,699.08,0,
J01205,2025-10-16,C0143,T09,Maintenance,164.34,5.3,35.32,25.79,0,
J01206,2025-11-18,C0115,T08,Diagnostic,141.4,3.0,47.74,42.1,0,
J01207,2025-10-27,C0050,T03,Electrical Panel Upgrade,2358.48,6.9,738.74,248.75,0,
J01208,2026-04-03,C0251,T01,Furnace Install,7862.03,1.2,4643.53,6175.24,0,
J01209,2026-02-13,C0152,T08,Furnace Repair,657.36,6.0,222.11,81.5,0,
J01210,2026-03-10,C0071,T02,Electrical Panel Upgrade,4481.31,6.1,974.55,765.16,0,
J01211,2025-10-22,C0081,T06,AC Install,6542.36,2.9,1927.34,1325.28,0,
J01212,2026-06-27,C0222,T01,Wiring Repair,270.31,5.9,75.2,37.32,0,
J01213,2026-05-17,C0126,T01,AC Repair,281.79,7.6,84.82,43.13,0,
J01214,2025-10-04,C0068,T05,Diagnostic,89.89,7.1,30.8,24.4,0,
J01215,2025-07-02,C0252,T02,Maintenance,162.06,2.5,36.74,29.76,0,
J01216,2026-01-11,C0248,T06,Furnace Install,6170.58,7.7,4477.24,4690.71,0,
J01217,2026-06-08,C0408,T08,Diagnostic,122.25,5.2,34.42,19.45,0,
J01218,2025-11-25,C0167,T08,Maintenance,121.41,4.0,27.49,35.36,0,
J01219,2025-12-25,C0397,T03,Maintenance,204.56,6.9,67.42,45.05,0,
J01220,2025-07-15,C0260,T05,Electrical Panel Upgrade,2380.79,7.0,622.22,505.8,0,
J01221,2026-06-11,C0201,T07,Wiring Repair,766.32,4.0,183.23,85.01,0,
J01222,2025-10-21,C0158,T01,Wiring Repair,513.35,2.5,170.09,106.37,0,
J01223,2025-08-26,C0310,T03,Wiring Repair,577.84,7.7,117.4,101.61,0,
J01224,2025-12-18,C0033,T09,Wiring Repair,658.45,4.6,167.45,91.98,0,
J01225,2026-04-01,C0149,T04,Maintenance,193.97,7.4,48.44,27.76,0,
J01226,2025-07-07,C0387,T01,AC Repair,443.61,3.8,120.99,58.29,0,
